id,lineId,componentWordId,description,priority,quantity,unit,traceStatus,ledgerStatus,duplicateResolution,supplier,manufacturer,mpn,unitCostGbp,totalCostGbp,sourceRef,sourceReferenceClass,sourceReferenceStatus,sourceQualityIssues,supplierClaim,manufacturerClaim,mpnClaim,unitCostClaim,sourceBackedRequiredClaims,missingRequiredClaims,provenanceViolations,canDisplayCandidate,canDisplayPricedReview,canUseForProcurement,requiredAction
bom-trace:control_compute_communication_remote_monitoring_wi_fi_gateway,control_compute_communication_remote_monitoring_wi_fi_gateway,wi_fi_gateway,Wi-Fi gateway,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_remote_monitoring_mqtt_telemetry_bridge,control_compute_communication_remote_monitoring_mqtt_telemetry_bridge,mqtt_telemetry_bridge,MQTT telemetry bridge,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_remote_monitoring_sms_alarm_modem,control_compute_communication_remote_monitoring_sms_alarm_modem,sms_alarm_modem,SMS alarm modem,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_mains_panel_rcd_isolator_panel,power_distribution_mains_panel_rcd_isolator_panel,rcd_isolator_panel,RCD isolator panel,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:power_distribution_mains_panel_lockable_main_isolator,power_distribution_mains_panel_lockable_main_isolator,lockable_main_isolator,lockable main isolator,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_mains_panel_rcbo_breaker_bank,power_distribution_mains_panel_rcbo_breaker_bank,rcbo_breaker_bank,RCBO breaker bank,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_mains_panel_protective_earth_bar,power_distribution_mains_panel_protective_earth_bar,protective_earth_bar,protective earth bar,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_mains_panel_surge_protection_device,power_distribution_mains_panel_surge_protection_device,surge_protection_device,surge protection device,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_lighting_power_lighting_bus_trunk,power_distribution_lighting_power_lighting_bus_trunk,lighting_bus_trunk,lighting bus trunk,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_lighting_power_ip65_cable_gland_set,power_distribution_lighting_power_ip65_cable_gland_set,ip65_cable_gland_set,IP65 cable gland set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_lighting_power_driver_mounting_rail,power_distribution_lighting_power_driver_mounting_rail,driver_mounting_rail,driver mounting rail,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_lighting_power_fused_spur_module,power_distribution_lighting_power_fused_spur_module,fused_spur_module,fused spur module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_low_voltage_power_24_v_dc_power_supply,power_distribution_low_voltage_power_24_v_dc_power_supply,24_v_dc_power_supply,24 V DC power supply,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_low_voltage_power_dc_distribution_terminal,power_distribution_low_voltage_power_dc_distribution_terminal,dc_distribution_terminal,DC distribution terminal,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_low_voltage_power_ups_buffer_module,power_distribution_low_voltage_power_ups_buffer_module,ups_buffer_module,UPS buffer module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_low_voltage_power_control_cabinet_heater,power_distribution_low_voltage_power_control_cabinet_heater,control_cabinet_heater,control cabinet heater,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_leak_containment_leak_detection_rope,safety_protection_leak_containment_leak_detection_rope,leak_detection_rope,leak detection rope,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_leak_containment_bunded_base_tray,safety_protection_leak_containment_bunded_base_tray,bunded_base_tray,bunded base tray,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_leak_containment_overflow_standpipe,safety_protection_leak_containment_overflow_standpipe,overflow_standpipe,overflow standpipe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_leak_containment_floor_drain_adapter,safety_protection_leak_containment_floor_drain_adapter,floor_drain_adapter,floor drain adapter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_operator_interlocks_door_interlock_switch,safety_protection_operator_interlocks_door_interlock_switch,door_interlock_switch,door interlock switch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_operator_interlocks_lighting_inhibit_relay,safety_protection_operator_interlocks_lighting_inhibit_relay,lighting_inhibit_relay,lighting inhibit relay,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_operator_interlocks_chemical_storage_latch,safety_protection_operator_interlocks_chemical_storage_latch,chemical_storage_latch,chemical storage latch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_operator_interlocks_emergency_stop_button,safety_protection_operator_interlocks_emergency_stop_button,emergency_stop_button,emergency stop button,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_food_contact_controls_food_grade_tubing_set,safety_protection_food_contact_controls_food_grade_tubing_set,food_grade_tubing_set,food-grade tubing set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_food_contact_controls_cleaning_validation_swab_kit,safety_protection_food_contact_controls_cleaning_validation_swab_kit,cleaning_validation_swab_kit,cleaning validation swab kit,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_food_contact_controls_material_traceability_label,safety_protection_food_contact_controls_material_traceability_label,material_traceability_label,material traceability label,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_food_contact_controls_washdown_sop_placard,safety_protection_food_contact_controls_washdown_sop_placard,washdown_sop_placard,washdown SOP placard,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_harvest_access_slide_out_tray_handle,maintenance_serviceability_harvest_access_slide_out_tray_handle,slide_out_tray_handle,slide-out tray handle,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_harvest_access_shelf_stop_latch,maintenance_serviceability_harvest_access_shelf_stop_latch,shelf_stop_latch,shelf stop latch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_harvest_access_harvest_work_ledge,maintenance_serviceability_harvest_access_harvest_work_ledge,harvest_work_ledge,harvest work ledge,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_harvest_access_removable_seedling_cassette,maintenance_serviceability_harvest_access_removable_seedling_cassette,removable_seedling_cassette,removable seedling cassette,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_cleaning_access_quick_release_manifold_union,maintenance_serviceability_cleaning_access_quick_release_manifold_union,quick_release_manifold_union,quick-release manifold union,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_cleaning_access_removable_sump_screen,maintenance_serviceability_cleaning_access_removable_sump_screen,removable_sump_screen,removable sump screen,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_cleaning_access_washdown_hose_connection,maintenance_serviceability_cleaning_access_washdown_hose_connection,washdown_hose_connection,washdown hose connection,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_cleaning_access_drying_fan_mode_switch,maintenance_serviceability_cleaning_access_drying_fan_mode_switch,drying_fan_mode_switch,drying fan mode switch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_consumable_service_filter_service_hatch,maintenance_serviceability_consumable_service_filter_service_hatch,filter_service_hatch,filter service hatch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_consumable_service_probe_calibration_cup,maintenance_serviceability_consumable_service_probe_calibration_cup,probe_calibration_cup,probe calibration cup,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_consumable_service_dosing_bottle_tray,maintenance_serviceability_consumable_service_dosing_bottle_tray,dosing_bottle_tray,dosing bottle tray,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_consumable_service_spare_gasket_kit,maintenance_serviceability_consumable_service_spare_gasket_kit,spare_gasket_kit,spare gasket kit,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_local_hmi_touchscreen_hmi,hmi_ergonomics_local_hmi_touchscreen_hmi,touchscreen_hmi,touchscreen HMI,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_local_hmi_recipe_selector_control,hmi_ergonomics_local_hmi_recipe_selector_control,recipe_selector_control,recipe selector control,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_local_hmi_alarm_buzzer_beacon,hmi_ergonomics_local_hmi_alarm_buzzer_beacon,alarm_buzzer_beacon,alarm buzzer beacon,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_local_hmi_usb_data_export_port,hmi_ergonomics_local_hmi_usb_data_export_port,usb_data_export_port,USB data export port,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_labelling_workflows_crop_lot_label_holder,hmi_ergonomics_labelling_workflows_crop_lot_label_holder,crop_lot_label_holder,crop lot label holder,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_labelling_workflows_chemical_hazard_label_set,hmi_ergonomics_labelling_workflows_chemical_hazard_label_set,chemical_hazard_label_set,chemical hazard label set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_labelling_workflows_cleaning_checklist_card,hmi_ergonomics_labelling_workflows_cleaning_checklist_card,cleaning_checklist_card,cleaning checklist card,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_labelling_workflows_electrical_isolation_placard,hmi_ergonomics_labelling_workflows_electrical_isolation_placard,electrical_isolation_placard,electrical isolation placard,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
