id,lineId,componentWordId,description,priority,quantity,unit,traceStatus,ledgerStatus,duplicateResolution,supplier,manufacturer,mpn,unitCostGbp,totalCostGbp,sourceRef,sourceReferenceClass,sourceReferenceStatus,sourceQualityIssues,supplierClaim,manufacturerClaim,mpnClaim,unitCostClaim,sourceBackedRequiredClaims,missingRequiredClaims,provenanceViolations,canDisplayCandidate,canDisplayPricedReview,canUseForProcurement,requiredAction
bom-trace:structure_containment_outdoor_cabinet_powder_coated_steel_cabinet,structure_containment_outdoor_cabinet_powder_coated_steel_cabinet,powder_coated_steel_cabinet,powder-coated steel cabinet,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_outdoor_cabinet_front_service_door,structure_containment_outdoor_cabinet_front_service_door,front_service_door,front service door,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_outdoor_cabinet_anti_vandal_hinge_set,structure_containment_outdoor_cabinet_anti_vandal_hinge_set,anti_vandal_hinge_set,anti-vandal hinge set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_outdoor_cabinet_plinth_mounting_kit,structure_containment_outdoor_cabinet_plinth_mounting_kit,plinth_mounting_kit,plinth mounting kit,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_cable_holster_boom_connector_holster,structure_containment_cable_holster_boom_connector_holster,connector_holster,connector holster,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_cable_holster_boom_cable_retractor_arm,structure_containment_cable_holster_boom_cable_retractor_arm,cable_retractor_arm,cable retractor arm,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_cable_holster_boom_cable_bend_limiter,structure_containment_cable_holster_boom_cable_bend_limiter,cable_bend_limiter,cable bend limiter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_cable_holster_boom_parking_status_flag,structure_containment_cable_holster_boom_parking_status_flag,parking_status_flag,parking status flag,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_internal_compartmentation_segregated_ac_dc_barrier,structure_containment_internal_compartmentation_segregated_ac_dc_barrier,segregated_ac_dc_barrier,segregated AC/DC barrier,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_internal_compartmentation_control_compartment_shield,structure_containment_internal_compartmentation_control_compartment_shield,control_compartment_shield,control compartment shield,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_internal_compartmentation_service_warning_placard,structure_containment_internal_compartmentation_service_warning_placard,service_warning_placard,service warning placard,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_internal_compartmentation_earthing_braid_set,structure_containment_internal_compartmentation_earthing_braid_set,earthing_braid_set,earthing braid set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_emergency_stop_chain_emergency_stop_and_safety_interlock_set,safety_protection_emergency_stop_chain_emergency_stop_and_safety_interlock_set,emergency_stop_and_safety_interlock_set,Emergency stop and safety interlock set,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:safety_protection_emergency_stop_chain_e_stop_mushroom_button,safety_protection_emergency_stop_chain_e_stop_mushroom_button,e_stop_mushroom_button,E-stop mushroom button,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_emergency_stop_chain_door_interlock_switch,safety_protection_emergency_stop_chain_door_interlock_switch,door_interlock_switch,door interlock switch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_emergency_stop_chain_safety_relay_module,safety_protection_emergency_stop_chain_safety_relay_module,safety_relay_module,safety relay module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_dc_fault_protection_insulation_monitoring_device,safety_protection_dc_fault_protection_insulation_monitoring_device,insulation_monitoring_device,Insulation monitoring device,critical,1,candidate,duplicate_identity_review_required,critical_unpriced,canonical_review_required,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Resolve duplicate component identity before pricing or using this line.
bom-trace:safety_protection_dc_fault_protection_dc_arc_detection_board,safety_protection_dc_fault_protection_dc_arc_detection_board,dc_arc_detection_board,DC arc detection board,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_dc_fault_protection_output_contactor_weld_check_circuit,safety_protection_dc_fault_protection_output_contactor_weld_check_circuit,output_contactor_weld_check_circuit,output contactor weld check circuit,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_dc_fault_protection_fault_discharge_resistor,safety_protection_dc_fault_protection_fault_discharge_resistor,fault_discharge_resistor,fault discharge resistor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_user_access_protection_touch_safe_connector_shutter,safety_protection_user_access_protection_touch_safe_connector_shutter,touch_safe_connector_shutter,touch-safe connector shutter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_user_access_protection_protective_earth_continuity_strap,safety_protection_user_access_protection_protective_earth_continuity_strap,protective_earth_continuity_strap,protective earth continuity strap,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_user_access_protection_charging_status_beacon,safety_protection_user_access_protection_charging_status_beacon,charging_status_beacon,charging status beacon,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_user_access_protection_safety_instruction_label,safety_protection_user_access_protection_safety_instruction_label,safety_instruction_label,safety instruction label,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_commissioning_access_commissioning_terminal_block,maintenance_serviceability_commissioning_access_commissioning_terminal_block,commissioning_terminal_block,commissioning terminal block,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_commissioning_access_meter_test_port,maintenance_serviceability_commissioning_access_meter_test_port,meter_test_port,meter test port,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_commissioning_access_output_test_socket_cover,maintenance_serviceability_commissioning_access_output_test_socket_cover,output_test_socket_cover,output test socket cover,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_commissioning_access_commissioning_checklist_card,maintenance_serviceability_commissioning_access_commissioning_checklist_card,commissioning_checklist_card,commissioning checklist card,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_replaceable_modules_slide_out_power_module_rail,maintenance_serviceability_replaceable_modules_slide_out_power_module_rail,slide_out_power_module_rail,slide-out power module rail,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_replaceable_modules_quick_disconnect_coolant_fitting,maintenance_serviceability_replaceable_modules_quick_disconnect_coolant_fitting,quick_disconnect_coolant_fitting,quick-disconnect coolant fitting,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_replaceable_modules_gateway_din_rail_carrier,maintenance_serviceability_replaceable_modules_gateway_din_rail_carrier,gateway_din_rail_carrier,gateway DIN rail carrier,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_replaceable_modules_spare_fuse_and_link_kit,maintenance_serviceability_replaceable_modules_spare_fuse_and_link_kit,spare_fuse_and_link_kit,spare fuse and link kit,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_remote_diagnostics_diagnostic_log_exporter,maintenance_serviceability_remote_diagnostics_diagnostic_log_exporter,diagnostic_log_exporter,diagnostic log exporter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_remote_diagnostics_remote_firmware_update_agent,maintenance_serviceability_remote_diagnostics_remote_firmware_update_agent,remote_firmware_update_agent,remote firmware update agent,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_remote_diagnostics_health_telemetry_packet_schema,maintenance_serviceability_remote_diagnostics_health_telemetry_packet_schema,health_telemetry_packet_schema,health telemetry packet schema,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_remote_diagnostics_service_vpn_profile,maintenance_serviceability_remote_diagnostics_service_vpn_profile,service_vpn_profile,service VPN profile,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_user_display_panel_touchscreen_hmi_panel,hmi_ergonomics_user_display_panel_touchscreen_hmi_panel,touchscreen_hmi_panel,touchscreen HMI panel,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_user_display_panel_status_led_light_bar,hmi_ergonomics_user_display_panel_status_led_light_bar,status_led_light_bar,status LED light bar,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_user_display_panel_audio_buzzer,hmi_ergonomics_user_display_panel_audio_buzzer,audio_buzzer,audio buzzer,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_user_display_panel_sunlight_readable_display_cover,hmi_ergonomics_user_display_panel_sunlight_readable_display_cover,sunlight_readable_display_cover,sunlight-readable display cover,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_payment_identity_rfid_reader_module,hmi_ergonomics_payment_identity_rfid_reader_module,rfid_reader_module,RFID reader module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_payment_identity_contactless_payment_terminal,hmi_ergonomics_payment_identity_contactless_payment_terminal,contactless_payment_terminal,contactless payment terminal,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_payment_identity_receipt_qr_code_generator,hmi_ergonomics_payment_identity_receipt_qr_code_generator,receipt_qr_code_generator,receipt QR code generator,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_payment_identity_privacy_label,hmi_ergonomics_payment_identity_privacy_label,privacy_label,privacy label,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_user_cable_guidance_connector_instruction_graphic,hmi_ergonomics_user_cable_guidance_connector_instruction_graphic,connector_instruction_graphic,connector instruction graphic,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_user_cable_guidance_cable_park_indicator,hmi_ergonomics_user_cable_guidance_cable_park_indicator,cable_park_indicator,cable park indicator,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_user_cable_guidance_accessibility_reach_label,hmi_ergonomics_user_cable_guidance_accessibility_reach_label,accessibility_reach_label,accessibility reach label,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:hmi_ergonomics_user_cable_guidance_session_stop_button,hmi_ergonomics_user_cable_guidance_session_stop_button,session_stop_button,session stop button,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
