id,lineId,componentWordId,description,priority,quantity,unit,traceStatus,ledgerStatus,duplicateResolution,supplier,manufacturer,mpn,unitCostGbp,totalCostGbp,sourceRef,sourceReferenceClass,sourceReferenceStatus,sourceQualityIssues,supplierClaim,manufacturerClaim,mpnClaim,unitCostClaim,sourceBackedRequiredClaims,missingRequiredClaims,provenanceViolations,canDisplayCandidate,canDisplayPricedReview,canUseForProcurement,requiredAction
bom-trace:environmental_interface_pressure_boundary_management_oil_fill_service_port,environmental_interface_pressure_boundary_management_oil_fill_service_port,oil_fill_service_port,oil-fill service port,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_pressure_boundary_management_pressure_equalisation_valve,environmental_interface_pressure_boundary_management_pressure_equalisation_valve,pressure_equalisation_valve,pressure equalisation valve,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_thermal_path_electronics_thermal_bridge,environmental_interface_thermal_path_electronics_thermal_bridge,electronics_thermal_bridge,electronics thermal bridge,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_thermal_path_hull_heat_spreader_plate,environmental_interface_thermal_path_hull_heat_spreader_plate,hull_heat_spreader_plate,hull heat spreader plate,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_thermal_path_battery_thermal_pad,environmental_interface_thermal_path_battery_thermal_pad,battery_thermal_pad,battery thermal pad,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_thermal_path_thruster_heat_sink_collar,environmental_interface_thermal_path_thruster_heat_sink_collar,thruster_heat_sink_collar,thruster heat sink collar,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_buoyancy_trim_syntactic_foam_block_set,environmental_interface_buoyancy_trim_syntactic_foam_block_set,syntactic_foam_block_set,syntactic foam block set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_buoyancy_trim_ballast_rail,environmental_interface_buoyancy_trim_ballast_rail,ballast_rail,ballast rail,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_buoyancy_trim_buoyancy_calibration_tag,environmental_interface_buoyancy_trim_buoyancy_calibration_tag,buoyancy_calibration_tag,buoyancy calibration tag,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_buoyancy_trim_field_trim_worksheet,environmental_interface_buoyancy_trim_field_trim_worksheet,field_trim_worksheet,field trim worksheet,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_leak_detection_leak_detection_sensor,safety_protection_leak_detection_leak_detection_sensor,leak_detection_sensor,Leak detection sensor,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:safety_protection_leak_detection_bilge_moisture_strip,safety_protection_leak_detection_bilge_moisture_strip,bilge_moisture_strip,bilge moisture strip,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_leak_detection_leak_alarm_relay,safety_protection_leak_detection_leak_alarm_relay,leak_alarm_relay,leak alarm relay,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_leak_detection_absorbent_witness_pad,safety_protection_leak_detection_absorbent_witness_pad,absorbent_witness_pad,absorbent witness pad,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_abort_recovery_recovery_beacon,safety_protection_abort_recovery_recovery_beacon,recovery_beacon,Recovery beacon,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:safety_protection_abort_recovery_drop_weight_release,safety_protection_abort_recovery_drop_weight_release,drop_weight_release,drop-weight release,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_abort_recovery_emergency_strobe,safety_protection_abort_recovery_emergency_strobe,emergency_strobe,emergency strobe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_abort_recovery_surface_flag_float,safety_protection_abort_recovery_surface_flag_float,surface_flag_float,surface flag float,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_pressure_fail_safe_over_depth_abort_switch,safety_protection_pressure_fail_safe_over_depth_abort_switch,over_depth_abort_switch,over-depth abort switch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_pressure_fail_safe_watchdog_kill_relay,safety_protection_pressure_fail_safe_watchdog_kill_relay,watchdog_kill_relay,watchdog kill relay,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_pressure_fail_safe_battery_isolation_contactor,safety_protection_pressure_fail_safe_battery_isolation_contactor,battery_isolation_contactor,battery isolation contactor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:safety_protection_pressure_fail_safe_pressure_relief_service_plug,safety_protection_pressure_fail_safe_pressure_relief_service_plug,pressure_relief_service_plug,pressure relief service plug,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_deck_recovery_lifting_bridle,maintenance_serviceability_deck_recovery_lifting_bridle,lifting_bridle,lifting bridle,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_deck_recovery_deck_recovery_handle,maintenance_serviceability_deck_recovery_deck_recovery_handle,deck_recovery_handle,deck recovery handle,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_deck_recovery_launch_cradle_interface,maintenance_serviceability_deck_recovery_launch_cradle_interface,launch_cradle_interface,launch cradle interface,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_deck_recovery_tow_point_fitting,maintenance_serviceability_deck_recovery_tow_point_fitting,tow_point_fitting,tow point fitting,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_service_access_o_ring_grease_kit,maintenance_serviceability_service_access_o_ring_grease_kit,o_ring_grease_kit,O-ring grease kit,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_service_access_vacuum_leak_test_port,maintenance_serviceability_service_access_vacuum_leak_test_port,vacuum_leak_test_port,vacuum leak test port,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_service_access_diagnostic_connector,maintenance_serviceability_service_access_diagnostic_connector,diagnostic_connector,diagnostic connector,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_service_access_service_checklist_card,maintenance_serviceability_service_access_service_checklist_card,service_checklist_card,service checklist card,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_field_transport_transport_cradle,maintenance_serviceability_field_transport_transport_cradle,transport_cradle,transport cradle,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_field_transport_protective_nose_cover,maintenance_serviceability_field_transport_protective_nose_cover,protective_nose_cover,protective nose cover,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_field_transport_desiccant_cartridge,maintenance_serviceability_field_transport_desiccant_cartridge,desiccant_cartridge,desiccant cartridge,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:maintenance_serviceability_field_transport_maintenance_log_tag,maintenance_serviceability_field_transport_maintenance_log_tag,maintenance_log_tag,maintenance log tag,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
