lineId,componentWordId,description,duplicateGroupSize,duplicatePeerLineIds,duplicateResolution,priority,ledgerStatus,quantity,unit,unitCostGbp,totalCostGbp,supplier,manufacturer,mpn,leadTimeWeeks,sourceGrade,evidenceRef,evidenceQuote,retrievedAt,rejectionReasons,nextAction
structure_containment_cable_penetration_sealing_gland_plate_assembly,gland_plate_assembly,gland plate assembly,1,,unique_allocation,candidate,admitted_priced,1,candidate,161,161,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-62-gland_plate_assembly,8,priced,test-fixture://review-evidence-closure/source/gland_plate_assembly,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
structure_containment_cable_penetration_sealing_firestop_collar_set,firestop_collar_set,firestop collar set,1,,unique_allocation,candidate,admitted_priced,1,candidate,162,162,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-63-firestop_collar_set,8,priced,test-fixture://review-evidence-closure/source/firestop_collar_set,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
structure_containment_cable_penetration_sealing_emc_cable_gland,emc_cable_gland,EMC cable gland,1,,unique_allocation,candidate,admitted_priced,1,candidate,163,163,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-64-emc_cable_gland,8,priced,test-fixture://review-evidence-closure/source/emc_cable_gland,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
structure_containment_cable_penetration_sealing_rain_drip_shield,rain_drip_shield,rain drip shield,1,,unique_allocation,candidate,admitted_priced,1,candidate,164,164,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-65-rain_drip_shield,8,priced,test-fixture://review-evidence-closure/source/rain_drip_shield,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
structure_containment_cable_penetration_sealing_penetration_schedule_label,penetration_schedule_label,penetration schedule label,1,,unique_allocation,candidate,admitted_priced,1,candidate,165,165,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-66-penetration_schedule_label,8,priced,test-fixture://review-evidence-closure/source/penetration_schedule_label,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_electrical_measurement_dc_voltage_transducer,dc_voltage_transducer,DC voltage transducer,1,,unique_allocation,candidate,admitted_priced,1,candidate,166,166,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-67-dc_voltage_transducer,8,priced,test-fixture://review-evidence-closure/source/dc_voltage_transducer,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_electrical_measurement_hall_current_sensor,hall_current_sensor,Hall current sensor,1,,unique_allocation,candidate,admitted_priced,1,candidate,167,167,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-68-hall_current_sensor,8,priced,test-fixture://review-evidence-closure/source/hall_current_sensor,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_electrical_measurement_insulation_monitoring_device,insulation_monitoring_device,insulation monitoring device,1,,unique_allocation,candidate,admitted_priced,1,candidate,168,168,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-69-insulation_monitoring_device,8,priced,test-fixture://review-evidence-closure/source/insulation_monitoring_device,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_electrical_measurement_auxiliary_metering_transducer,auxiliary_metering_transducer,auxiliary metering transducer,1,,unique_allocation,candidate,admitted_priced,1,candidate,169,169,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-70-auxiliary_metering_transducer,8,priced,test-fixture://review-evidence-closure/source/auxiliary_metering_transducer,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_environmental_sensors_temperature_humidity_sensor,temperature_humidity_sensor,temperature humidity sensor,1,,unique_allocation,candidate,admitted_priced,1,candidate,170,170,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-71-temperature_humidity_sensor,8,priced,test-fixture://review-evidence-closure/source/temperature_humidity_sensor,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_environmental_sensors_hydrogen_detector,hydrogen_detector,hydrogen detector,1,,unique_allocation,candidate,admitted_priced,1,candidate,171,171,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-72-hydrogen_detector,8,priced,test-fixture://review-evidence-closure/source/hydrogen_detector,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_environmental_sensors_smoke_aspirating_detector,smoke_aspirating_detector,smoke aspirating detector,1,,unique_allocation,candidate,admitted_priced,1,candidate,172,172,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-73-smoke_aspirating_detector,8,priced,test-fixture://review-evidence-closure/source/smoke_aspirating_detector,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_environmental_sensors_door_position_switch,door_position_switch,door position switch,1,,unique_allocation,candidate,admitted_priced,1,candidate,173,173,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-74-door_position_switch,8,priced,test-fixture://review-evidence-closure/source/door_position_switch,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_thermal_sensors_coolant_inlet_thermistor,coolant_inlet_thermistor,coolant inlet thermistor,1,,unique_allocation,candidate,admitted_priced,1,candidate,174,174,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-75-coolant_inlet_thermistor,8,priced,test-fixture://review-evidence-closure/source/coolant_inlet_thermistor,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_thermal_sensors_coolant_outlet_thermistor,coolant_outlet_thermistor,coolant outlet thermistor,1,,unique_allocation,candidate,admitted_priced,1,candidate,175,175,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-76-coolant_outlet_thermistor,8,priced,test-fixture://review-evidence-closure/source/coolant_outlet_thermistor,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_thermal_sensors_flow_meter,flow_meter,flow meter,1,,unique_allocation,candidate,admitted_priced,1,candidate,176,176,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-77-flow_meter,8,priced,test-fixture://review-evidence-closure/source/flow_meter,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_thermal_sensors_pressure_transducer,pressure_transducer,pressure transducer,1,,unique_allocation,candidate,admitted_priced,1,candidate,177,177,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-78-pressure_transducer,8,priced,test-fixture://review-evidence-closure/source/pressure_transducer,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_event_recording_fault_recorder_module,fault_recorder_module,fault recorder module,1,,unique_allocation,candidate,admitted_priced,1,candidate,178,178,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-79-fault_recorder_module,8,priced,test-fixture://review-evidence-closure/source/fault_recorder_module,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_event_recording_event_timestamp_logger,event_timestamp_logger,event timestamp logger,1,,unique_allocation,candidate,admitted_priced,1,candidate,179,179,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-80-event_timestamp_logger,8,priced,test-fixture://review-evidence-closure/source/event_timestamp_logger,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_event_recording_digital_input_card,digital_input_card,digital input card,1,,unique_allocation,candidate,admitted_priced,1,candidate,180,180,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-81-digital_input_card,8,priced,test-fixture://review-evidence-closure/source/digital_input_card,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_event_recording_local_historian_buffer,local_historian_buffer,local historian buffer,1,,unique_allocation,candidate,admitted_priced,1,candidate,181,181,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-82-local_historian_buffer,8,priced,test-fixture://review-evidence-closure/source/local_historian_buffer,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
sensing_instrumentation_event_recording_calibration_certificate_holder,calibration_certificate_holder,calibration certificate holder,1,,unique_allocation,candidate,admitted_priced,1,candidate,182,182,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-83-calibration_certificate_holder,8,priced,test-fixture://review-evidence-closure/source/calibration_certificate_holder,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_bms_master_bms_master_controller,bms_master_controller,BMS master controller,1,,unique_allocation,critical,admitted_priced,1,candidate,183,183,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-84-bms_master_controller,8,priced,test-fixture://review-evidence-closure/source/bms_master_controller,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_bms_master_isolation_interface,isolation_interface,isolation interface,1,,unique_allocation,candidate,admitted_priced,1,candidate,184,184,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-85-isolation_interface,8,priced,test-fixture://review-evidence-closure/source/isolation_interface,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_bms_master_contactor_driver_output,contactor_driver_output,contactor driver output,1,,unique_allocation,candidate,admitted_priced,1,candidate,185,185,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-86-contactor_driver_output,8,priced,test-fixture://review-evidence-closure/source/contactor_driver_output,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_bms_master_soc_estimation_firmware,soc_estimation_firmware,SOC estimation firmware,1,,unique_allocation,candidate,admitted_priced,1,candidate,186,186,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-87-soc_estimation_firmware,8,priced,test-fixture://review-evidence-closure/source/soc_estimation_firmware,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_ems_controller_industrial_controller,industrial_controller,industrial controller,1,,unique_allocation,candidate,admitted_priced,1,candidate,187,187,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-88-industrial_controller,8,priced,test-fixture://review-evidence-closure/source/industrial_controller,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_ems_controller_i_o_expansion_module,i_o_expansion_module,I/O expansion module,1,,unique_allocation,candidate,admitted_priced,1,candidate,188,188,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-89-i_o_expansion_module,8,priced,test-fixture://review-evidence-closure/source/i_o_expansion_module,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_ems_controller_network_switch,network_switch,network switch,1,,unique_allocation,candidate,admitted_priced,1,candidate,189,189,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-90-network_switch,8,priced,test-fixture://review-evidence-closure/source/network_switch,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_ems_controller_cellular_router,cellular_router,cellular router,1,,unique_allocation,candidate,admitted_priced,1,candidate,190,190,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-91-cellular_router,8,priced,test-fixture://review-evidence-closure/source/cellular_router,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_communications_gateway_modbus_tcp_gateway,modbus_tcp_gateway,Modbus TCP gateway,1,,unique_allocation,candidate,admitted_priced,1,candidate,191,191,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-92-modbus_tcp_gateway,8,priced,test-fixture://review-evidence-closure/source/modbus_tcp_gateway,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_communications_gateway_scada_protocol_adapter,scada_protocol_adapter,SCADA protocol adapter,1,,unique_allocation,candidate,admitted_priced,1,candidate,192,192,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-93-scada_protocol_adapter,8,priced,test-fixture://review-evidence-closure/source/scada_protocol_adapter,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_communications_gateway_time_synchronisation_module,time_synchronisation_module,time synchronisation module,1,,unique_allocation,candidate,admitted_priced,1,candidate,193,193,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-94-time_synchronisation_module,8,priced,test-fixture://review-evidence-closure/source/time_synchronisation_module,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_communications_gateway_cybersecurity_firewall,cybersecurity_firewall,cybersecurity firewall,1,,unique_allocation,candidate,admitted_priced,1,candidate,194,194,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-95-cybersecurity_firewall,8,priced,test-fixture://review-evidence-closure/source/cybersecurity_firewall,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_cybersecurity_monitoring_vpn_access_appliance,vpn_access_appliance,VPN access appliance,1,,unique_allocation,candidate,admitted_priced,1,candidate,195,195,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-96-vpn_access_appliance,8,priced,test-fixture://review-evidence-closure/source/vpn_access_appliance,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_cybersecurity_monitoring_syslog_collector,syslog_collector,syslog collector,1,,unique_allocation,candidate,admitted_priced,1,candidate,196,196,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-97-syslog_collector,8,priced,test-fixture://review-evidence-closure/source/syslog_collector,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_cybersecurity_monitoring_account_key_switch,account_key_switch,account key switch,1,,unique_allocation,candidate,admitted_priced,1,candidate,197,197,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-98-account_key_switch,8,priced,test-fixture://review-evidence-closure/source/account_key_switch,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_cybersecurity_monitoring_firmware_escrow_tag,firmware_escrow_tag,firmware escrow tag,1,,unique_allocation,candidate,admitted_priced,1,candidate,198,198,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-99-firmware_escrow_tag,8,priced,test-fixture://review-evidence-closure/source/firmware_escrow_tag,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
control_compute_communication_cybersecurity_monitoring_configuration_backup_module,configuration_backup_module,configuration backup module,1,,unique_allocation,candidate,admitted_priced,1,candidate,199,199,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-100-configuration_backup_module,8,priced,test-fixture://review-evidence-closure/source/configuration_backup_module,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_fire_suppression_fire_detection_suppression,fire_detection_suppression,Fire detection/suppression,1,,unique_allocation,critical,admitted_priced,1,candidate,200,200,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-101-fire_detection_suppression,8,priced,test-fixture://review-evidence-closure/source/fire_detection_suppression,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_fire_suppression_clean_agent_cylinder,clean_agent_cylinder,clean-agent cylinder,1,,unique_allocation,candidate,admitted_priced,1,candidate,201,201,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-102-clean_agent_cylinder,8,priced,test-fixture://review-evidence-closure/source/clean_agent_cylinder,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_fire_suppression_release_solenoid,release_solenoid,release solenoid,1,,unique_allocation,candidate,admitted_priced,1,candidate,202,202,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-103-release_solenoid,8,priced,test-fixture://review-evidence-closure/source/release_solenoid,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_fire_suppression_nozzle_pipework,nozzle_pipework,nozzle pipework,1,,unique_allocation,candidate,admitted_priced,1,candidate,203,203,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-104-nozzle_pipework,8,priced,test-fixture://review-evidence-closure/source/nozzle_pipework,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_fire_suppression_pressure_switch,pressure_switch,pressure switch,1,,unique_allocation,candidate,admitted_priced,1,candidate,204,204,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-105-pressure_switch,8,priced,test-fixture://review-evidence-closure/source/pressure_switch,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_emergency_stop_e_stop_mushroom_button,e_stop_mushroom_button,E-stop mushroom button,1,,unique_allocation,candidate,admitted_priced,1,candidate,205,205,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-106-e_stop_mushroom_button,8,priced,test-fixture://review-evidence-closure/source/e_stop_mushroom_button,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_emergency_stop_safety_relay,safety_relay,safety relay,1,,unique_allocation,candidate,admitted_priced,1,candidate,206,206,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-107-safety_relay,8,priced,test-fixture://review-evidence-closure/source/safety_relay,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_emergency_stop_dc_shunt_trip_output,dc_shunt_trip_output,DC shunt trip output,1,,unique_allocation,candidate,admitted_priced,1,candidate,207,207,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-108-dc_shunt_trip_output,8,priced,test-fixture://review-evidence-closure/source/dc_shunt_trip_output,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_emergency_stop_ac_breaker_trip_coil,ac_breaker_trip_coil,AC breaker trip coil,1,,unique_allocation,candidate,admitted_priced,1,candidate,208,208,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-109-ac_breaker_trip_coil,8,priced,test-fixture://review-evidence-closure/source/ac_breaker_trip_coil,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_surge_fault_protection_dc_surge_protection_device,dc_surge_protection_device,DC surge protection device,1,,unique_allocation,candidate,admitted_priced,1,candidate,209,209,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-110-dc_surge_protection_device,8,priced,test-fixture://review-evidence-closure/source/dc_surge_protection_device,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_surge_fault_protection_ac_surge_protection_device,ac_surge_protection_device,AC surge protection device,1,,unique_allocation,candidate,admitted_priced,1,candidate,210,210,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-111-ac_surge_protection_device,8,priced,test-fixture://review-evidence-closure/source/ac_surge_protection_device,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_surge_fault_protection_arc_flash_label_set,arc_flash_label_set,arc flash label set,1,,unique_allocation,candidate,admitted_priced,1,candidate,211,211,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-112-arc_flash_label_set,8,priced,test-fixture://review-evidence-closure/source/arc_flash_label_set,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_surge_fault_protection_protective_earth_bonding_kit,protective_earth_bonding_kit,protective earth bonding kit,1,,unique_allocation,candidate,admitted_priced,1,candidate,212,212,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-113-protective_earth_bonding_kit,8,priced,test-fixture://review-evidence-closure/source/protective_earth_bonding_kit,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_deflagration_venting_pressure_relief_vent_panel,pressure_relief_vent_panel,pressure relief vent panel,1,,unique_allocation,candidate,admitted_priced,1,candidate,213,213,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-114-pressure_relief_vent_panel,8,priced,test-fixture://review-evidence-closure/source/pressure_relief_vent_panel,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_deflagration_venting_vent_microswitch,vent_microswitch,vent microswitch,1,,unique_allocation,candidate,admitted_priced,1,candidate,214,214,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-115-vent_microswitch,8,priced,test-fixture://review-evidence-closure/source/vent_microswitch,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_deflagration_venting_flame_arrestor_mesh,flame_arrestor_mesh,flame arrestor mesh,1,,unique_allocation,candidate,admitted_priced,1,candidate,215,215,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-116-flame_arrestor_mesh,8,priced,test-fixture://review-evidence-closure/source/flame_arrestor_mesh,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_deflagration_venting_vent_weather_hood,vent_weather_hood,vent weather hood,1,,unique_allocation,candidate,admitted_priced,1,candidate,216,216,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-117-vent_weather_hood,8,priced,test-fixture://review-evidence-closure/source/vent_weather_hood,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
safety_protection_deflagration_venting_post_event_inspection_tag,post_event_inspection_tag,post-event inspection tag,1,,unique_allocation,candidate,admitted_priced,1,candidate,217,217,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-118-post_event_inspection_tag,8,priced,test-fixture://review-evidence-closure/source/post_event_inspection_tag,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
environmental_interface_hvac_unit_container_hvac_unit,container_hvac_unit,container HVAC unit,1,,unique_allocation,candidate,admitted_priced,1,candidate,218,218,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-119-container_hvac_unit,8,priced,test-fixture://review-evidence-closure/source/container_hvac_unit,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
environmental_interface_hvac_unit_air_filter_element,air_filter_element,air filter element,1,,unique_allocation,candidate,admitted_priced,1,candidate,219,219,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-120-air_filter_element,8,priced,test-fixture://review-evidence-closure/source/air_filter_element,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
environmental_interface_hvac_unit_condensate_drain_kit,condensate_drain_kit,condensate drain kit,1,,unique_allocation,candidate,admitted_priced,1,candidate,220,220,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-121-condensate_drain_kit,8,priced,test-fixture://review-evidence-closure/source/condensate_drain_kit,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
environmental_interface_hvac_unit_hvac_controller,hvac_controller,HVAC controller,1,,unique_allocation,candidate,admitted_priced,1,candidate,221,221,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-122-hvac_controller,8,priced,test-fixture://review-evidence-closure/source/hvac_controller,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
environmental_interface_ventilation_path_intake_louvre,intake_louvre,intake louvre,1,,unique_allocation,candidate,admitted_priced,1,candidate,222,222,Protocol Evidence Supplier,Protocol Evidence Manufacturer,PROTOCOL-123-intake_louvre,8,priced,test-fixture://review-evidence-closure/source/intake_louvre,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,,Keep source record attached; re-check freshness before procurement use.
