bom_source_field:environmental_interface_hvac_unit_air_filter_element:unit_cost_gbp,bom_source_field,source_backed,source_evidence,air filter element / unit_cost_gbp,unit_cost_gbp = 219.,,test-fixture://review-evidence-closure/source/air_filter_element,,,environmental_interface,air_filter_element,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_hvac_unit_condensate_drain_kit:lead_time_weeks,bom_source_field,source_backed,source_evidence,condensate drain kit / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/condensate_drain_kit,,,environmental_interface,condensate_drain_kit,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_hvac_unit_condensate_drain_kit:manufacturer,bom_source_field,source_backed,source_evidence,condensate drain kit / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/condensate_drain_kit,,,environmental_interface,condensate_drain_kit,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_hvac_unit_condensate_drain_kit:mpn,bom_source_field,source_backed,source_evidence,condensate drain kit / mpn,mpn = PROTOCOL-121-condensate_drain_kit.,,test-fixture://review-evidence-closure/source/condensate_drain_kit,,,environmental_interface,condensate_drain_kit,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_hvac_unit_condensate_drain_kit:supplier,bom_source_field,source_backed,source_evidence,condensate drain kit / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/condensate_drain_kit,,,environmental_interface,condensate_drain_kit,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_hvac_unit_condensate_drain_kit:unit_cost_gbp,bom_source_field,source_backed,source_evidence,condensate drain kit / unit_cost_gbp,unit_cost_gbp = 220.,,test-fixture://review-evidence-closure/source/condensate_drain_kit,,,environmental_interface,condensate_drain_kit,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_hvac_unit_container_hvac_unit:lead_time_weeks,bom_source_field,source_backed,source_evidence,container HVAC unit / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/container_hvac_unit,,,environmental_interface,container_hvac_unit,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_hvac_unit_container_hvac_unit:manufacturer,bom_source_field,source_backed,source_evidence,container HVAC unit / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/container_hvac_unit,,,environmental_interface,container_hvac_unit,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_hvac_unit_container_hvac_unit:mpn,bom_source_field,source_backed,source_evidence,container HVAC unit / mpn,mpn = PROTOCOL-119-container_hvac_unit.,,test-fixture://review-evidence-closure/source/container_hvac_unit,,,environmental_interface,container_hvac_unit,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_hvac_unit_container_hvac_unit:supplier,bom_source_field,source_backed,source_evidence,container HVAC unit / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/container_hvac_unit,,,environmental_interface,container_hvac_unit,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_hvac_unit_container_hvac_unit:unit_cost_gbp,bom_source_field,source_backed,source_evidence,container HVAC unit / unit_cost_gbp,unit_cost_gbp = 218.,,test-fixture://review-evidence-closure/source/container_hvac_unit,,,environmental_interface,container_hvac_unit,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_hvac_unit_hvac_controller:lead_time_weeks,bom_source_field,source_backed,source_evidence,HVAC controller / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/hvac_controller,,,environmental_interface,hvac_controller,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_hvac_unit_hvac_controller:manufacturer,bom_source_field,source_backed,source_evidence,HVAC controller / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/hvac_controller,,,environmental_interface,hvac_controller,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_hvac_unit_hvac_controller:mpn,bom_source_field,source_backed,source_evidence,HVAC controller / mpn,mpn = PROTOCOL-122-hvac_controller.,,test-fixture://review-evidence-closure/source/hvac_controller,,,environmental_interface,hvac_controller,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_hvac_unit_hvac_controller:supplier,bom_source_field,source_backed,source_evidence,HVAC controller / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/hvac_controller,,,environmental_interface,hvac_controller,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_hvac_unit_hvac_controller:unit_cost_gbp,bom_source_field,source_backed,source_evidence,HVAC controller / unit_cost_gbp,unit_cost_gbp = 221.,,test-fixture://review-evidence-closure/source/hvac_controller,,,environmental_interface,hvac_controller,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_insulation_panel:lead_time_weeks,bom_source_field,source_backed,source_evidence,insulation panel / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/insulation_panel,,,environmental_interface,insulation_panel,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_insulation_panel:manufacturer,bom_source_field,source_backed,source_evidence,insulation panel / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/insulation_panel,,,environmental_interface,insulation_panel,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_insulation_panel:mpn,bom_source_field,source_backed,source_evidence,insulation panel / mpn,mpn = PROTOCOL-127-insulation_panel.,,test-fixture://review-evidence-closure/source/insulation_panel,,,environmental_interface,insulation_panel,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_insulation_panel:supplier,bom_source_field,source_backed,source_evidence,insulation panel / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/insulation_panel,,,environmental_interface,insulation_panel,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_insulation_panel:unit_cost_gbp,bom_source_field,source_backed,source_evidence,insulation panel / unit_cost_gbp,unit_cost_gbp = 226.,,test-fixture://review-evidence-closure/source/insulation_panel,,,environmental_interface,insulation_panel,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_seal_gasket_set:lead_time_weeks,bom_source_field,source_backed,source_evidence,seal gasket set / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/seal_gasket_set,,,environmental_interface,seal_gasket_set,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_seal_gasket_set:manufacturer,bom_source_field,source_backed,source_evidence,seal gasket set / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/seal_gasket_set,,,environmental_interface,seal_gasket_set,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_seal_gasket_set:mpn,bom_source_field,source_backed,source_evidence,seal gasket set / mpn,mpn = PROTOCOL-130-seal_gasket_set.,,test-fixture://review-evidence-closure/source/seal_gasket_set,,,environmental_interface,seal_gasket_set,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_seal_gasket_set:supplier,bom_source_field,source_backed,source_evidence,seal gasket set / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/seal_gasket_set,,,environmental_interface,seal_gasket_set,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_seal_gasket_set:unit_cost_gbp,bom_source_field,source_backed,source_evidence,seal gasket set / unit_cost_gbp,unit_cost_gbp = 229.,,test-fixture://review-evidence-closure/source/seal_gasket_set,,,environmental_interface,seal_gasket_set,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_thermal_break_strip:lead_time_weeks,bom_source_field,source_backed,source_evidence,thermal break strip / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/thermal_break_strip,,,environmental_interface,thermal_break_strip,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_thermal_break_strip:manufacturer,bom_source_field,source_backed,source_evidence,thermal break strip / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/thermal_break_strip,,,environmental_interface,thermal_break_strip,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_thermal_break_strip:mpn,bom_source_field,source_backed,source_evidence,thermal break strip / mpn,mpn = PROTOCOL-129-thermal_break_strip.,,test-fixture://review-evidence-closure/source/thermal_break_strip,,,environmental_interface,thermal_break_strip,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_thermal_break_strip:supplier,bom_source_field,source_backed,source_evidence,thermal break strip / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/thermal_break_strip,,,environmental_interface,thermal_break_strip,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_thermal_break_strip:unit_cost_gbp,bom_source_field,source_backed,source_evidence,thermal break strip / unit_cost_gbp,unit_cost_gbp = 228.,,test-fixture://review-evidence-closure/source/thermal_break_strip,,,environmental_interface,thermal_break_strip,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_vapour_barrier_film:lead_time_weeks,bom_source_field,source_backed,source_evidence,vapour barrier film / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/vapour_barrier_film,,,environmental_interface,vapour_barrier_film,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_vapour_barrier_film:manufacturer,bom_source_field,source_backed,source_evidence,vapour barrier film / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/vapour_barrier_film,,,environmental_interface,vapour_barrier_film,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_vapour_barrier_film:mpn,bom_source_field,source_backed,source_evidence,vapour barrier film / mpn,mpn = PROTOCOL-128-vapour_barrier_film.,,test-fixture://review-evidence-closure/source/vapour_barrier_film,,,environmental_interface,vapour_barrier_film,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_vapour_barrier_film:supplier,bom_source_field,source_backed,source_evidence,vapour barrier film / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/vapour_barrier_film,,,environmental_interface,vapour_barrier_film,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_thermal_insulation_vapour_barrier_film:unit_cost_gbp,bom_source_field,source_backed,source_evidence,vapour barrier film / unit_cost_gbp,unit_cost_gbp = 227.,,test-fixture://review-evidence-closure/source/vapour_barrier_film,,,environmental_interface,vapour_barrier_film,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_airflow_baffle:lead_time_weeks,bom_source_field,source_backed,source_evidence,airflow baffle / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/airflow_baffle,,,environmental_interface,airflow_baffle,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_airflow_baffle:manufacturer,bom_source_field,source_backed,source_evidence,airflow baffle / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/airflow_baffle,,,environmental_interface,airflow_baffle,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_airflow_baffle:mpn,bom_source_field,source_backed,source_evidence,airflow baffle / mpn,mpn = PROTOCOL-126-airflow_baffle.,,test-fixture://review-evidence-closure/source/airflow_baffle,,,environmental_interface,airflow_baffle,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_airflow_baffle:supplier,bom_source_field,source_backed,source_evidence,airflow baffle / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/airflow_baffle,,,environmental_interface,airflow_baffle,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_airflow_baffle:unit_cost_gbp,bom_source_field,source_backed,source_evidence,airflow baffle / unit_cost_gbp,unit_cost_gbp = 225.,,test-fixture://review-evidence-closure/source/airflow_baffle,,,environmental_interface,airflow_baffle,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_ec_fan_assembly:lead_time_weeks,bom_source_field,source_backed,source_evidence,EC fan assembly / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/ec_fan_assembly,,,environmental_interface,ec_fan_assembly,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_ec_fan_assembly:manufacturer,bom_source_field,source_backed,source_evidence,EC fan assembly / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/ec_fan_assembly,,,environmental_interface,ec_fan_assembly,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_ec_fan_assembly:mpn,bom_source_field,source_backed,source_evidence,EC fan assembly / mpn,mpn = PROTOCOL-125-ec_fan_assembly.,,test-fixture://review-evidence-closure/source/ec_fan_assembly,,,environmental_interface,ec_fan_assembly,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_ec_fan_assembly:supplier,bom_source_field,source_backed,source_evidence,EC fan assembly / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/ec_fan_assembly,,,environmental_interface,ec_fan_assembly,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_ec_fan_assembly:unit_cost_gbp,bom_source_field,source_backed,source_evidence,EC fan assembly / unit_cost_gbp,unit_cost_gbp = 224.,,test-fixture://review-evidence-closure/source/ec_fan_assembly,,,environmental_interface,ec_fan_assembly,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_exhaust_louvre:lead_time_weeks,bom_source_field,source_backed,source_evidence,exhaust louvre / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/exhaust_louvre,,,environmental_interface,exhaust_louvre,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_exhaust_louvre:manufacturer,bom_source_field,source_backed,source_evidence,exhaust louvre / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/exhaust_louvre,,,environmental_interface,exhaust_louvre,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_exhaust_louvre:mpn,bom_source_field,source_backed,source_evidence,exhaust louvre / mpn,mpn = PROTOCOL-124-exhaust_louvre.,,test-fixture://review-evidence-closure/source/exhaust_louvre,,,environmental_interface,exhaust_louvre,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_exhaust_louvre:supplier,bom_source_field,source_backed,source_evidence,exhaust louvre / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/exhaust_louvre,,,environmental_interface,exhaust_louvre,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_exhaust_louvre:unit_cost_gbp,bom_source_field,source_backed,source_evidence,exhaust louvre / unit_cost_gbp,unit_cost_gbp = 223.,,test-fixture://review-evidence-closure/source/exhaust_louvre,,,environmental_interface,exhaust_louvre,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_intake_louvre:lead_time_weeks,bom_source_field,source_backed,source_evidence,intake louvre / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/intake_louvre,,,environmental_interface,intake_louvre,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_intake_louvre:manufacturer,bom_source_field,source_backed,source_evidence,intake louvre / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/intake_louvre,,,environmental_interface,intake_louvre,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_intake_louvre:mpn,bom_source_field,source_backed,source_evidence,intake louvre / mpn,mpn = PROTOCOL-123-intake_louvre.,,test-fixture://review-evidence-closure/source/intake_louvre,,,environmental_interface,intake_louvre,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_intake_louvre:supplier,bom_source_field,source_backed,source_evidence,intake louvre / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/intake_louvre,,,environmental_interface,intake_louvre,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:environmental_interface_ventilation_path_intake_louvre:unit_cost_gbp,bom_source_field,source_backed,source_evidence,intake louvre / unit_cost_gbp,unit_cost_gbp = 222.,,test-fixture://review-evidence-closure/source/intake_louvre,,,environmental_interface,intake_louvre,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_arc_flash_boundary_label:lead_time_weeks,bom_source_field,source_backed,source_evidence,arc flash boundary label / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/arc_flash_boundary_label,,,hmi_ergonomics,arc_flash_boundary_label,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_arc_flash_boundary_label:manufacturer,bom_source_field,source_backed,source_evidence,arc flash boundary label / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/arc_flash_boundary_label,,,hmi_ergonomics,arc_flash_boundary_label,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_arc_flash_boundary_label:mpn,bom_source_field,source_backed,source_evidence,arc flash boundary label / mpn,mpn = PROTOCOL-193-arc_flash_boundary_label.,,test-fixture://review-evidence-closure/source/arc_flash_boundary_label,,,hmi_ergonomics,arc_flash_boundary_label,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_arc_flash_boundary_label:supplier,bom_source_field,source_backed,source_evidence,arc flash boundary label / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/arc_flash_boundary_label,,,hmi_ergonomics,arc_flash_boundary_label,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_arc_flash_boundary_label:unit_cost_gbp,bom_source_field,source_backed,source_evidence,arc flash boundary label / unit_cost_gbp,unit_cost_gbp = 292.,,test-fixture://review-evidence-closure/source/arc_flash_boundary_label,,,hmi_ergonomics,arc_flash_boundary_label,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_asset_qr_label:lead_time_weeks,bom_source_field,source_backed,source_evidence,asset QR label / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/asset_qr_label,,,hmi_ergonomics,asset_qr_label,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_asset_qr_label:manufacturer,bom_source_field,source_backed,source_evidence,asset QR label / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/asset_qr_label,,,hmi_ergonomics,asset_qr_label,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_asset_qr_label:mpn,bom_source_field,source_backed,source_evidence,asset QR label / mpn,mpn = PROTOCOL-195-asset_qr_label.,,test-fixture://review-evidence-closure/source/asset_qr_label,,,hmi_ergonomics,asset_qr_label,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_asset_qr_label:supplier,bom_source_field,source_backed,source_evidence,asset QR label / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/asset_qr_label,,,hmi_ergonomics,asset_qr_label,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_asset_qr_label:unit_cost_gbp,bom_source_field,source_backed,source_evidence,asset QR label / unit_cost_gbp,unit_cost_gbp = 294.,,test-fixture://review-evidence-closure/source/asset_qr_label,,,hmi_ergonomics,asset_qr_label,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_fire_suppression_instruction_placard:lead_time_weeks,bom_source_field,source_backed,source_evidence,fire suppression instruction placard / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/fire_suppression_instruction_placard,,,hmi_ergonomics,fire_suppression_instruction_placard,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_fire_suppression_instruction_placard:manufacturer,bom_source_field,source_backed,source_evidence,fire suppression instruction placard / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/fire_suppression_instruction_placard,,,hmi_ergonomics,fire_suppression_instruction_placard,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_fire_suppression_instruction_placard:mpn,bom_source_field,source_backed,source_evidence,fire suppression instruction placard / mpn,mpn = PROTOCOL-194-fire_suppression_instruction_placard.,,test-fixture://review-evidence-closure/source/fire_suppression_instruction_placard,,,hmi_ergonomics,fire_suppression_instruction_placard,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_fire_suppression_instruction_placard:supplier,bom_source_field,source_backed,source_evidence,fire suppression instruction placard / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/fire_suppression_instruction_placard,,,hmi_ergonomics,fire_suppression_instruction_placard,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_fire_suppression_instruction_placard:unit_cost_gbp,bom_source_field,source_backed,source_evidence,fire suppression instruction placard / unit_cost_gbp,unit_cost_gbp = 293.,,test-fixture://review-evidence-closure/source/fire_suppression_instruction_placard,,,hmi_ergonomics,fire_suppression_instruction_placard,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_high_voltage_warning_label:lead_time_weeks,bom_source_field,source_backed,source_evidence,high voltage warning label / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/high_voltage_warning_label,,,hmi_ergonomics,high_voltage_warning_label,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_high_voltage_warning_label:manufacturer,bom_source_field,source_backed,source_evidence,high voltage warning label / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/high_voltage_warning_label,,,hmi_ergonomics,high_voltage_warning_label,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_high_voltage_warning_label:mpn,bom_source_field,source_backed,source_evidence,high voltage warning label / mpn,mpn = PROTOCOL-192-high_voltage_warning_label.,,test-fixture://review-evidence-closure/source/high_voltage_warning_label,,,hmi_ergonomics,high_voltage_warning_label,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_high_voltage_warning_label:supplier,bom_source_field,source_backed,source_evidence,high voltage warning label / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/high_voltage_warning_label,,,hmi_ergonomics,high_voltage_warning_label,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_external_labelling_high_voltage_warning_label:unit_cost_gbp,bom_source_field,source_backed,source_evidence,high voltage warning label / unit_cost_gbp,unit_cost_gbp = 291.,,test-fixture://review-evidence-closure/source/high_voltage_warning_label,,,hmi_ergonomics,high_voltage_warning_label,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_local_hmi_alarm_buzzer_beacon:lead_time_weeks,bom_source_field,source_backed,source_evidence,alarm buzzer beacon / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/alarm_buzzer_beacon,,,hmi_ergonomics,alarm_buzzer_beacon,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_local_hmi_alarm_buzzer_beacon:manufacturer,bom_source_field,source_backed,source_evidence,alarm buzzer beacon / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/alarm_buzzer_beacon,,,hmi_ergonomics,alarm_buzzer_beacon,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_local_hmi_alarm_buzzer_beacon:mpn,bom_source_field,source_backed,source_evidence,alarm buzzer beacon / mpn,mpn = PROTOCOL-191-alarm_buzzer_beacon.,,test-fixture://review-evidence-closure/source/alarm_buzzer_beacon,,,hmi_ergonomics,alarm_buzzer_beacon,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_local_hmi_alarm_buzzer_beacon:supplier,bom_source_field,source_backed,source_evidence,alarm buzzer beacon / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/alarm_buzzer_beacon,,,hmi_ergonomics,alarm_buzzer_beacon,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_local_hmi_alarm_buzzer_beacon:unit_cost_gbp,bom_source_field,source_backed,source_evidence,alarm buzzer beacon / unit_cost_gbp,unit_cost_gbp = 290.,,test-fixture://review-evidence-closure/source/alarm_buzzer_beacon,,,hmi_ergonomics,alarm_buzzer_beacon,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_local_hmi_industrial_touchscreen:lead_time_weeks,bom_source_field,source_backed,source_evidence,industrial touchscreen / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/industrial_touchscreen,,,hmi_ergonomics,industrial_touchscreen,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_local_hmi_industrial_touchscreen:manufacturer,bom_source_field,source_backed,source_evidence,industrial touchscreen / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/industrial_touchscreen,,,hmi_ergonomics,industrial_touchscreen,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_local_hmi_industrial_touchscreen:mpn,bom_source_field,source_backed,source_evidence,industrial touchscreen / mpn,mpn = PROTOCOL-188-industrial_touchscreen.,,test-fixture://review-evidence-closure/source/industrial_touchscreen,,,hmi_ergonomics,industrial_touchscreen,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_local_hmi_industrial_touchscreen:supplier,bom_source_field,source_backed,source_evidence,industrial touchscreen / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/industrial_touchscreen,,,hmi_ergonomics,industrial_touchscreen,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_local_hmi_industrial_touchscreen:unit_cost_gbp,bom_source_field,source_backed,source_evidence,industrial touchscreen / unit_cost_gbp,unit_cost_gbp = 287.,,test-fixture://review-evidence-closure/source/industrial_touchscreen,,,hmi_ergonomics,industrial_touchscreen,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:hmi_ergonomics_local_hmi_key_switch:lead_time_weeks,bom_source_field,source_backed,source_evidence,key switch / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/key_switch,,,hmi_ergonomics,key_switch,false,false,Keep source record attached; refresh evidence before procurement use.
