id,kind,subjectId,ref,referenceClass,status,reviewerName,timestamp,sourceGrade,reason,requiredAction
sourcing:86:contactor_driver_output,sourcing,contactor_driver_output,test-fixture://review-evidence-closure/source/contactor_driver_output,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:87:soc_estimation_firmware,sourcing,soc_estimation_firmware,test-fixture://review-evidence-closure/source/soc_estimation_firmware,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:88:industrial_controller,sourcing,industrial_controller,test-fixture://review-evidence-closure/source/industrial_controller,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:89:i_o_expansion_module,sourcing,i_o_expansion_module,test-fixture://review-evidence-closure/source/i_o_expansion_module,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:90:network_switch,sourcing,network_switch,test-fixture://review-evidence-closure/source/network_switch,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:91:cellular_router,sourcing,cellular_router,test-fixture://review-evidence-closure/source/cellular_router,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:92:modbus_tcp_gateway,sourcing,modbus_tcp_gateway,test-fixture://review-evidence-closure/source/modbus_tcp_gateway,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:93:scada_protocol_adapter,sourcing,scada_protocol_adapter,test-fixture://review-evidence-closure/source/scada_protocol_adapter,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:94:time_synchronisation_module,sourcing,time_synchronisation_module,test-fixture://review-evidence-closure/source/time_synchronisation_module,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:95:cybersecurity_firewall,sourcing,cybersecurity_firewall,test-fixture://review-evidence-closure/source/cybersecurity_firewall,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:96:vpn_access_appliance,sourcing,vpn_access_appliance,test-fixture://review-evidence-closure/source/vpn_access_appliance,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:97:syslog_collector,sourcing,syslog_collector,test-fixture://review-evidence-closure/source/syslog_collector,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:98:account_key_switch,sourcing,account_key_switch,test-fixture://review-evidence-closure/source/account_key_switch,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:99:firmware_escrow_tag,sourcing,firmware_escrow_tag,test-fixture://review-evidence-closure/source/firmware_escrow_tag,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:100:configuration_backup_module,sourcing,configuration_backup_module,test-fixture://review-evidence-closure/source/configuration_backup_module,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:101:fire_detection_suppression,sourcing,fire_detection_suppression,test-fixture://review-evidence-closure/source/fire_detection_suppression,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:102:clean_agent_cylinder,sourcing,clean_agent_cylinder,test-fixture://review-evidence-closure/source/clean_agent_cylinder,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:103:release_solenoid,sourcing,release_solenoid,test-fixture://review-evidence-closure/source/release_solenoid,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:104:nozzle_pipework,sourcing,nozzle_pipework,test-fixture://review-evidence-closure/source/nozzle_pipework,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:105:pressure_switch,sourcing,pressure_switch,test-fixture://review-evidence-closure/source/pressure_switch,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:106:e_stop_mushroom_button,sourcing,e_stop_mushroom_button,test-fixture://review-evidence-closure/source/e_stop_mushroom_button,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:107:safety_relay,sourcing,safety_relay,test-fixture://review-evidence-closure/source/safety_relay,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:108:dc_shunt_trip_output,sourcing,dc_shunt_trip_output,test-fixture://review-evidence-closure/source/dc_shunt_trip_output,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:109:ac_breaker_trip_coil,sourcing,ac_breaker_trip_coil,test-fixture://review-evidence-closure/source/ac_breaker_trip_coil,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:110:dc_surge_protection_device,sourcing,dc_surge_protection_device,test-fixture://review-evidence-closure/source/dc_surge_protection_device,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:111:ac_surge_protection_device,sourcing,ac_surge_protection_device,test-fixture://review-evidence-closure/source/ac_surge_protection_device,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:112:arc_flash_label_set,sourcing,arc_flash_label_set,test-fixture://review-evidence-closure/source/arc_flash_label_set,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:113:protective_earth_bonding_kit,sourcing,protective_earth_bonding_kit,test-fixture://review-evidence-closure/source/protective_earth_bonding_kit,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:114:pressure_relief_vent_panel,sourcing,pressure_relief_vent_panel,test-fixture://review-evidence-closure/source/pressure_relief_vent_panel,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:115:vent_microswitch,sourcing,vent_microswitch,test-fixture://review-evidence-closure/source/vent_microswitch,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:116:flame_arrestor_mesh,sourcing,flame_arrestor_mesh,test-fixture://review-evidence-closure/source/flame_arrestor_mesh,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:117:vent_weather_hood,sourcing,vent_weather_hood,test-fixture://review-evidence-closure/source/vent_weather_hood,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:118:post_event_inspection_tag,sourcing,post_event_inspection_tag,test-fixture://review-evidence-closure/source/post_event_inspection_tag,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:119:container_hvac_unit,sourcing,container_hvac_unit,test-fixture://review-evidence-closure/source/container_hvac_unit,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:120:air_filter_element,sourcing,air_filter_element,test-fixture://review-evidence-closure/source/air_filter_element,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:121:condensate_drain_kit,sourcing,condensate_drain_kit,test-fixture://review-evidence-closure/source/condensate_drain_kit,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:122:hvac_controller,sourcing,hvac_controller,test-fixture://review-evidence-closure/source/hvac_controller,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:123:intake_louvre,sourcing,intake_louvre,test-fixture://review-evidence-closure/source/intake_louvre,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:124:exhaust_louvre,sourcing,exhaust_louvre,test-fixture://review-evidence-closure/source/exhaust_louvre,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:125:ec_fan_assembly,sourcing,ec_fan_assembly,test-fixture://review-evidence-closure/source/ec_fan_assembly,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:126:airflow_baffle,sourcing,airflow_baffle,test-fixture://review-evidence-closure/source/airflow_baffle,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:127:insulation_panel,sourcing,insulation_panel,test-fixture://review-evidence-closure/source/insulation_panel,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:128:vapour_barrier_film,sourcing,vapour_barrier_film,test-fixture://review-evidence-closure/source/vapour_barrier_film,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:129:thermal_break_strip,sourcing,thermal_break_strip,test-fixture://review-evidence-closure/source/thermal_break_strip,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:130:seal_gasket_set,sourcing,seal_gasket_set,test-fixture://review-evidence-closure/source/seal_gasket_set,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:131:dry_cooler_coil,sourcing,dry_cooler_coil,test-fixture://review-evidence-closure/source/dry_cooler_coil,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:132:ec_condenser_fan,sourcing,ec_condenser_fan,test-fixture://review-evidence-closure/source/ec_condenser_fan,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:133:fan_contactor,sourcing,fan_contactor,test-fixture://review-evidence-closure/source/fan_contactor,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:134:coil_guard_grille,sourcing,coil_guard_grille,test-fixture://review-evidence-closure/source/coil_guard_grille,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:135:drain_safe_condensate_pan,sourcing,drain_safe_condensate_pan,test-fixture://review-evidence-closure/source/drain_safe_condensate_pan,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:136:copper_dc_busbar,sourcing,copper_dc_busbar,test-fixture://review-evidence-closure/source/copper_dc_busbar,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:137:busbar_support_insulator,sourcing,busbar_support_insulator,test-fixture://review-evidence-closure/source/busbar_support_insulator,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:138:busbar_shroud,sourcing,busbar_shroud,test-fixture://review-evidence-closure/source/busbar_shroud,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:139:torque_witness_marker,sourcing,torque_witness_marker,test-fixture://review-evidence-closure/source/torque_witness_marker,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:140:moulded_case_circuit_breaker,sourcing,moulded_case_circuit_breaker,test-fixture://review-evidence-closure/source/moulded_case_circuit_breaker,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:141:ac_contactor,sourcing,ac_contactor,test-fixture://review-evidence-closure/source/ac_contactor,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:142:metering_ct_set,sourcing,metering_ct_set,test-fixture://review-evidence-closure/source/metering_ct_set,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:143:terminal_block_assembly,sourcing,terminal_block_assembly,test-fixture://review-evidence-closure/source/terminal_block_assembly,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:144:auxiliary_transformer,sourcing,auxiliary_transformer,test-fixture://review-evidence-closure/source/auxiliary_transformer,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:145:24_v_dc_power_supply,sourcing,24_v_dc_power_supply,test-fixture://review-evidence-closure/source/24_v_dc_power_supply,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:146:miniature_circuit_breaker_bank,sourcing,miniature_circuit_breaker_bank,test-fixture://review-evidence-closure/source/miniature_circuit_breaker_bank,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:147:ups_module,sourcing,ups_module,test-fixture://review-evidence-closure/source/ups_module,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:148:main_earth_bar,sourcing,main_earth_bar,test-fixture://review-evidence-closure/source/main_earth_bar,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:149:earth_stud_array,sourcing,earth_stud_array,test-fixture://review-evidence-closure/source/earth_stud_array,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:150:lightning_surge_counter,sourcing,lightning_surge_counter,test-fixture://review-evidence-closure/source/lightning_surge_counter,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:151:equipotential_bonding_strap,sourcing,equipotential_bonding_strap,test-fixture://review-evidence-closure/source/equipotential_bonding_strap,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:152:earth_continuity_test_point,sourcing,earth_continuity_test_point,test-fixture://review-evidence-closure/source/earth_continuity_test_point,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:153:lockable_access_door,sourcing,lockable_access_door,test-fixture://review-evidence-closure/source/lockable_access_door,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:154:door_seal_gasket,sourcing,door_seal_gasket,test-fixture://review-evidence-closure/source/door_seal_gasket,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:155:panic_release_latch,sourcing,panic_release_latch,test-fixture://review-evidence-closure/source/panic_release_latch,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:156:door_stay_arm,sourcing,door_stay_arm,test-fixture://review-evidence-closure/source/door_stay_arm,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:157:led_service_luminaire,sourcing,led_service_luminaire,test-fixture://review-evidence-closure/source/led_service_luminaire,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:158:emergency_light_fitting,sourcing,emergency_light_fitting,test-fixture://review-evidence-closure/source/emergency_light_fitting,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:159:maintenance_receptacle,sourcing,maintenance_receptacle,test-fixture://review-evidence-closure/source/maintenance_receptacle,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:160:lighting_switchgear,sourcing,lighting_switchgear,test-fixture://review-evidence-closure/source/lighting_switchgear,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:161:certified_lifting_lug,sourcing,certified_lifting_lug,test-fixture://review-evidence-closure/source/certified_lifting_lug,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:162:forklift_pocket_reinforcement,sourcing,forklift_pocket_reinforcement,test-fixture://review-evidence-closure/source/forklift_pocket_reinforcement,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:163:removable_rack_guide,sourcing,removable_rack_guide,test-fixture://review-evidence-closure/source/removable_rack_guide,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:164:service_trolley_interface,sourcing,service_trolley_interface,test-fixture://review-evidence-closure/source/service_trolley_interface,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:165:insulated_test_socket,sourcing,insulated_test_socket,test-fixture://review-evidence-closure/source/insulated_test_socket,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:166:coolant_sampling_port,sourcing,coolant_sampling_port,test-fixture://review-evidence-closure/source/coolant_sampling_port,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:167:laptop_service_port,sourcing,laptop_service_port,test-fixture://review-evidence-closure/source/laptop_service_port,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:168:lockout_hasp_rail,sourcing,lockout_hasp_rail,test-fixture://review-evidence-closure/source/lockout_hasp_rail,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:169:commissioning_torque_log_plate,sourcing,commissioning_torque_log_plate,test-fixture://review-evidence-closure/source/commissioning_torque_log_plate,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:170:thermal_management_loop,sourcing,thermal_management_loop,test-fixture://review-evidence-closure/source/thermal_management_loop,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:171:coolant_circulation_pump,sourcing,coolant_circulation_pump,test-fixture://review-evidence-closure/source/coolant_circulation_pump,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
